img,x,y,brightness,alpha,surrounding_brightness
src/data/7.png,17,3,46,255,34
src/data/7.png,29,3,42,255,26
src/data/7.png,30,3,30,255,31
src/data/7.png,31,3,24,255,31
src/data/7.png,32,3,22,255,31
src/data/7.png,33,3,30,255,30
src/data/7.png,34,3,44,255,30
src/data/7.png,7,4,41,255,36
src/data/7.png,8,4,36,255,39
src/data/7.png,9,4,35,255,40
src/data/7.png,10,4,43,255,39
src/data/7.png,11,4,47,255,36
src/data/7.png,31,4,43,255,27
src/data/7.png,32,4,32,255,28
src/data/7.png,33,4,21,255,29
src/data/7.png,34,4,26,255,33
src/data/7.png,35,4,43,255,33
src/data/7.png,2,5,47,255,38
src/data/7.png,3,5,41,255,39
src/data/7.png,4,5,39,255,38
src/data/7.png,5,5,40,255,39
src/data/7.png,6,5,38,255,40
src/data/7.png,7,5,33,255,40
src/data/7.png,8,5,38,255,39
src/data/7.png,9,5,46,255,38
src/data/7.png,33,5,28,255,27
src/data/7.png,34,5,25,255,33
src/data/7.png,35,5,40,255,33
src/data/7.png,0,6,49,255,42
src/data/7.png,1,6,36,255,44
src/data/7.png,2,6,40,255,40
src/data/7.png,3,6,36,255,40
src/data/7.png,4,6,36,255,39
src/data/7.png,5,6,41,255,39
src/data/7.png,6,6,43,255,39
src/data/7.png,7,6,46,255,38
src/data/7.png,33,6,32,255,27
src/data/7.png,34,6,28,255,32
src/data/7.png,35,6,46,255,30
src/data/7.png,1,7,41,255,41
src/data/7.png,33,7,28,255,32
src/data/7.png,34,7,29,255,32
src/data/7.png,32,8,46,255,28
src/data/7.png,33,8,24,255,36
src/data/7.png,34,8,38,255,32
src/data/7.png,33,9,32,255,39
src/data/7.png,34,9,48,255,33
src/data/7.png,33,10,39,255,41
src/data/7.png,33,11,43,255,39
src/data/8.png,10,0,40,255,25
src/data/8.png,11,0,28,255,26
src/data/8.png,12,0,23,255,22
src/data/8.png,13,0,23,255,21
src/data/8.png,14,0,24,255,22
src/data/8.png,15,0,29,255,25
src/data/8.png,16,0,35,255,29
src/data/8.png,17,0,41,255,28
src/data/8.png,5,1,45,255,35
src/data/8.png,6,1,31,255,34
src/data/8.png,7,1,26,255,29
src/data/8.png,8,1,22,255,28
src/data/8.png,9,1,20,255,31
src/data/8.png,10,1,19,255,32
src/data/8.png,11,1,18,255,30
src/data/8.png,12,1,17,255,25
src/data/8.png,13,1,17,255,21
src/data/8.png,14,1,18,255,22
src/data/8.png,15,1,19,255,27
src/data/8.png,16,1,20,255,30
src/data/8.png,17,1,19,255,29
src/data/8.png,18,1,18,255,25
src/data/8.png,19,1,23,255,23
src/data/8.png,20,1,39,255,21
src/data/8.png,2,2,45,255,41
src/data/8.png,3,2,42,255,42
src/data/8.png,4,2,40,255,43
src/data/8.png,5,2,39,255,39
src/data/8.png,6,2,32,255,34
src/data/8.png,7,2,31,255,28
src/data/8.png,8,2,32,255,26
src/data/8.png,9,2,35,255,26
src/data/8.png,10,2,39,255,27
src/data/8.png,11,2,44,255,23
src/data/8.png,16,2,41,255,22
src/data/8.png,17,2,30,255,24
src/data/8.png,18,2,22,255,24
src/data/8.png,19,2,19,255,26
src/data/8.png,20,2,20,255,26
src/data/8.png,21,2,22,255,26
src/data/8.png,22,2,33,255,26
src/data/8.png,23,2,45,255,28
src/data/8.png,1,3,43,255,45
src/data/8.png,2,3,38,255,44
src/data/8.png,3,3,42,255,43
src/data/8.png,4,3,48,255,40
src/data/8.png,19,3,36,255,21
src/data/8.png,20,3,26,255,26
src/data/8.png,21,3,21,255,26
src/data/8.png,22,3,19,255,29
src/data/8.png,23,3,25,255,29
src/data/8.png,24,3,38,255,28
src/data/8.png,0,4,49,255,45
src/data/8.png,1,4,45,255,44
src/data/8.png,2,4,49,255,42
src/data/8.png,21,4,39,255,23
src/data/8.png,22,4,29,255,28
src/data/8.png,23,4,23,255,28
src/data/8.png,24,4,21,255,29
src/data/8.png,25,4,26,255,30
src/data/8.png,26,4,43,255,28
src/data/8.png,23,5,41,255,24
src/data/8.png,24,5,26,255,29
src/data/8.png,25,5,24,255,30
src/data/8.png,26,5,29,255,31
src/data/8.png,27,5,36,255,32
src/data/8.png,28,5,47,255,31
src/data/8.png,25,6,40,255,30
src/data/8.png,26,6,28,255,30
src/data/8.png,27,6,20,255,31
src/data/8.png,28,6,25,255,33
src/data/8.png,29,6,46,255,33
src/data/8.png,26,7,43,255,31
src/data/8.png,27,7,23,255,31
src/data/8.png,28,7,22,255,33
src/data/8.png,29,7,38,255,32
src/data/8.png,27,8,46,255,31
src/data/8.png,28,8,36,255,32
src/data/9.png,10,0,47,255,33
src/data/9.png,11,0,37,255,34
src/data/9.png,12,0,33,255,29
src/data/9.png,13,0,28,255,26
src/data/9.png,14,0,24,255,24
src/data/9.png,15,0,23,255,23
src/data/9.png,16,0,24,255,23
src/data/9.png,17,0,27,255,25
src/data/9.png,18,0,29,255,26
src/data/9.png,19,0,31,255,27
src/data/9.png,20,0,35,255,30
src/data/9.png,21,0,42,255,33
src/data/9.png,22,0,47,255,32
src/data/9.png,7,1,37,255,27
src/data/9.png,8,1,27,255,29
src/data/9.png,9,1,25,255,31
src/data/9.png,10,1,26,255,34
src/data/9.png,11,1,26,255,36
src/data/9.png,12,1,25,255,35
src/data/9.png,13,1,24,255,32
src/data/9.png,14,1,23,255,28
src/data/9.png,15,1,23,255,27
src/data/9.png,16,1,22,255,29
src/data/9.png,17,1,22,255,31
src/data/9.png,18,1,23,255,31
src/data/9.png,19,1,20,255,31
src/data/9.png,20,1,21,255,30
src/data/9.png,21,1,23,255,31
src/data/9.png,22,1,21,255,28
src/data/9.png,23,1,17,255,25
src/data/9.png,24,1,16,255,19
src/data/9.png,25,1,17,255,18
src/data/9.png,26,1,19,255,19
src/data/9.png,27,1,26,255,23
src/data/9.png,28,1,46,255,20
src/data/9.png,4,2,46,255,31
src/data/9.png,5,2,32,255,34
src/data/9.png,6,2,28,255,34
src/data/9.png,7,2,27,255,33
src/data/9.png,8,2,27,255,31
src/data/9.png,9,2,29,255,27
src/data/9.png,10,2,34,255,30
src/data/9.png,11,2,45,255,31
src/data/9.png,12,2,46,255,33
src/data/9.png,13,2,48,255,29
src/data/9.png,16,2,46,255,27
src/data/9.png,17,2,43,255,30
src/data/9.png,18,2,40,255,29
src/data/9.png,19,2,37,255,27
src/data/9.png,20,2,32,255,25
src/data/9.png,21,2,27,255,24
src/data/9.png,22,2,24,255,22
src/data/9.png,23,2,22,255,19
src/data/9.png,24,2,21,255,23
src/data/9.png,25,2,20,255,26
src/data/9.png,26,2,18,255,27
src/data/9.png,27,2,16,255,27
src/data/9.png,28,2,16,255,26
src/data/9.png,29,2,22,255,31
src/data/9.png,2,3,41,255,35
src/data/9.png,3,3,33,255,38
src/data/9.png,4,3,30,255,37
src/data/9.png,5,3,30,255,36
src/data/9.png,6,3,36,255,32
src/data/9.png,7,3,45,255,29
src/data/9.png,25,3,48,255,25
src/data/9.png,26,3,43,255,26
src/data/9.png,27,3,30,255,26
src/data/9.png,28,3,24,255,24
src/data/9.png,29,3,24,255,30
src/data/9.png,30,3,47,255,27
src/data/9.png,0,4,48,255,42
src/data/9.png,1,4,37,255,40
src/data/9.png,2,4,31,255,37
src/data/9.png,3,4,39,255,36
src/data/9.png,4,4,46,255,33
src/data/9.png,28,4,40,255,26
src/data/9.png,29,4,25,255,32
src/data/9.png,30,4,38,255,30
src/data/9.png,29,5,28,255,31
src/data/9.png,30,5,29,255,32
src/data/9.png,29,6,33,255,29
src/data/9.png,30,6,25,255,34
src/data/9.png,31,6,47,255,29
src/data/9.png,29,7,41,255,27
src/data/9.png,30,7,24,255,34
src/data/9.png,31,7,38,255,30
src/data/9.png,30,8,26,255,32
src/data/9.png,31,8,31,255,29
src/data/9.png,30,9,29,255,29
src/data/9.png,31,9,29,255,29
src/data/9.png,30,10,35,255,29
src/data/9.png,31,10,26,255,35
src/data/9.png,31,11,35,255,36
src/data/10.png,18,0,46,255,34
src/data/10.png,19,0,41,255,37
src/data/10.png,20,0,43,255,35
src/data/10.png,21,0,41,255,34
src/data/10.png,22,0,40,255,34
src/data/10.png,23,0,38,255,32
src/data/10.png,24,0,33,255,31
src/data/10.png,25,0,31,255,29
src/data/10.png,26,0,29,255,28
src/data/10.png,27,0,29,255,28
src/data/10.png,28,0,33,255,29
src/data/10.png,29,0,36,255,31
src/data/10.png,30,0,38,255,34
src/data/10.png,31,0,42,255,32
src/data/10.png,14,1,47,255,29
src/data/10.png,15,1,34,255,31
src/data/10.png,16,1,28,255,29
src/data/10.png,17,1,26,255,32
src/data/10.png,18,1,26,255,34
src/data/10.png,19,1,28,255,35
src/data/10.png,20,1,23,255,36
src/data/10.png,21,1,24,255,36
src/data/10.png,22,1,25,255,35
src/data/10.png,23,1,26,255,32
src/data/10.png,24,1,26,255,30
src/data/10.png,25,1,26,255,28
src/data/10.png,26,1,25,255,27
src/data/10.png,27,1,24,255,27
src/data/10.png,28,1,22,255,29
src/data/10.png,29,1,27,255,31
src/data/10.png,30,1,27,255,34
src/data/10.png,31,1,24,255,33
src/data/10.png,32,1,27,255,32
src/data/10.png,33,1,45,255,24
src/data/10.png,12,2,33,255,34
src/data/10.png,13,2,30,255,35
src/data/10.png,14,2,27,255,35
src/data/10.png,15,2,27,255,34
src/data/10.png,16,2,28,255,31
src/data/10.png,17,2,31,255,28
src/data/10.png,18,2,33,255,28
src/data/10.png,19,2,33,255,29
src/data/10.png,20,2,39,255,30
src/data/10.png,21,2,43,255,27
src/data/10.png,31,2,42,255,25
src/data/10.png,32,2,24,255,31
src/data/10.png,33,2,15,255,29
src/data/10.png,34,2,30,255,28
src/data/10.png,11,3,38,255,35
src/data/10.png,12,3,35,255,34
src/data/10.png,13,3,34,255,33
src/data/10.png,14,3,35,255,32
src/data/10.png,15,3,43,255,29
src/data/10.png,33,3,35,255,26
src/data/10.png,34,3,18,255,29
src/data/10.png,35,3,30,255,27
src/data/10.png,9,4,40,255,37
src/data/10.png,10,4,36,255,38
src/data/10.png,11,4,35,255,38
src/data/10.png,12,4,38,255,35
src/data/10.png,33,4,48,255,26
src/data/10.png,34,4,21,255,29
src/data/10.png,35,4,25,255,27
src/data/10.png,36,4,43,255,25
src/data/10.png,8,5,36,255,39
src/data/10.png,9,5,35,255,39
src/data/10.png,10,5,43,255,38
src/data/10.png,34,5,31,255,30
src/data/10.png,35,5,21,255,29
src/data/10.png,36,5,25,255,26
src/data/10.png,6,6,47,255,35
src/data/10.png,7,6,39,255,38
src/data/10.png,8,6,38,255,38
src/data/10.png,9,6,44,255,38
src/data/10.png,34,6,48,255,24
src/data/10.png,35,6,22,255,28
src/data/10.png,36,6,22,255,23
src/data/10.png,4,7,38,255,30
src/data/10.png,5,7,33,255,35
src/data/10.png,6,7,32,255,37
src/data/10.png,7,7,38,255,39
src/data/10.png,35,7,25,255,26
src/data/10.png,36,7,24,255,27
src/data/10.png,0,8,48,255,43
src/data/10.png,1,8,39,255,40
src/data/10.png,2,8,32,255,36
src/data/10.png,3,8,29,255,33
src/data/10.png,4,8,28,255,33
src/data/10.png,5,8,31,255,34
src/data/10.png,6,8,39,255,34
src/data/10.png,35,8,25,255,22
src/data/10.png,36,8,20,255,30
src/data/10.png,37,8,48,255,26
src/data/10.png,1,9,44,255,39
src/data/10.png,2,9,38,255,35
src/data/10.png,3,9,33,255,31
src/data/10.png,4,9,31,255,32
src/data/10.png,5,9,40,255,32
src/data/10.png,35,9,26,255,21
src/data/10.png,36,9,18,255,32
src/data/10.png,37,9,45,255,30
src/data/10.png,35,10,26,255,21
src/data/10.png,36,10,20,255,31
src/data/10.png,37,10,46,255,29
src/data/10.png,35,11,26,255,22
src/data/10.png,36,11,16,255,33
src/data/10.png,37,11,49,255,30
src/data/10.png,35,12,29,255,25
src/data/10.png,36,12,19,255,33
src/data/10.png,37,12,49,255,28
src/data/10.png,35,13,38,255,31
src/data/10.png,36,13,29,255,36
src/data/10.png,36,14,47,255,33
src/data/r1.png,33,2,43,252,38
src/data/r1.png,31,3,46,252,32
src/data/r1.png,32,3,33,255,33
src/data/r1.png,33,3,29,255,35
src/data/r1.png,34,3,49,255,37
src/data/r1.png,35,3,49,3,40
src/data/r1.png,30,4,44,252,32
src/data/r1.png,31,4,29,255,32
src/data/r1.png,32,4,23,255,32
src/data/r1.png,33,4,29,255,34
src/data/r1.png,34,4,29,3,40
src/data/r1.png,1,5,47,252,39
src/data/r1.png,2,5,47,3,40
src/data/r1.png,30,5,32,252,31
src/data/r1.png,31,5,23,255,32
src/data/r1.png,32,5,26,255,33
src/data/r1.png,33,5,43,255,34
src/data/r1.png,34,5,43,3,36
src/data/r1.png,0,6,43,252,40
src/data/r1.png,1,6,32,255,41
src/data/r1.png,2,6,36,255,41
src/data/r1.png,3,6,46,255,42
src/data/r1.png,4,6,46,3,44
src/data/r1.png,29,6,39,252,29
src/data/r1.png,30,6,28,255,30
src/data/r1.png,31,6,28,255,31
src/data/r1.png,32,6,46,255,34
src/data/r1.png,33,6,46,3,38
src/data/r1.png,1,7,39,252,37
src/data/r1.png,2,7,39,255,38
src/data/r1.png,3,7,41,255,42
src/data/r1.png,4,7,43,255,43
src/data/r1.png,5,7,46,255,43
src/data/r1.png,6,7,46,3,43
src/data/r1.png,27,7,41,252,30
src/data/r1.png,28,7,30,255,33
src/data/r1.png,29,7,29,255,32
src/data/r1.png,30,7,26,255,33
src/data/r1.png,31,7,36,255,35
src/data/r1.png,32,7,36,3,39
src/data/r1.png,4,8,43,252,42
src/data/r1.png,5,8,40,255,42
src/data/r1.png,6,8,44,255,40
src/data/r1.png,7,8,44,3,37
src/data/r1.png,25,8,36,252,29
src/data/r1.png,26,8,30,255,34
src/data/r1.png,27,8,30,255,34
src/data/r1.png,28,8,33,255,33
src/data/r1.png,29,8,28,255,33
src/data/r1.png,30,8,41,255,32
src/data/r1.png,31,8,41,3,34
src/data/r1.png,5,9,40,252,42
src/data/r1.png,6,9,36,255,40
src/data/r1.png,7,9,32,255,38
src/data/r1.png,8,9,31,255,34
src/data/r1.png,9,9,36,255,32
src/data/r1.png,10,9,47,255,34
src/data/r1.png,11,9,47,3,36
src/data/r1.png,22,9,40,252,30
src/data/r1.png,23,9,34,255,31
src/data/r1.png,24,9,29,255,31
src/data/r1.png,25,9,27,255,33
src/data/r1.png,26,9,32,255,35
src/data/r1.png,27,9,39,255,36
src/data/r1.png,28,9,39,3,34
src/data/r1.png,6,10,48,252,36
src/data/r1.png,7,10,38,255,35
src/data/r1.png,8,10,29,255,34
src/data/r1.png,9,10,27,255,35
src/data/r1.png,10,10,29,255,36
src/data/r1.png,11,10,33,255,35
src/data/r1.png,12,10,37,255,33
src/data/r1.png,13,10,35,255,32
src/data/r1.png,14,10,36,255,31
src/data/r1.png,15,10,38,255,31
src/data/r1.png,16,10,39,255,31
src/data/r1.png,17,10,38,255,31
src/data/r1.png,18,10,36,255,31
src/data/r1.png,19,10,34,255,32
src/data/r1.png,20,10,32,255,31
src/data/r1.png,21,10,30,255,34
src/data/r1.png,22,10,30,255,35
src/data/r1.png,23,10,29,255,36
src/data/r1.png,24,10,30,255,34
src/data/r1.png,25,10,35,255,34
src/data/r1.png,26,10,44,255,35
src/data/r1.png,27,10,44,3,38
src/data/r1.png,9,11,40,252,29
src/data/r1.png,10,11,34,255,31
src/data/r1.png,11,11,29,255,32
src/data/r1.png,12,11,28,255,34
src/data/r1.png,13,11,30,255,35
src/data/r1.png,14,11,29,255,35
src/data/r1.png,15,11,27,255,35
src/data/r1.png,16,11,27,255,35
src/data/r1.png,17,11,27,255,35
src/data/r1.png,18,11,30,255,35
src/data/r1.png,19,11,30,255,36
src/data/r1.png,20,11,32,255,35
src/data/r1.png,21,11,32,255,34
src/data/r1.png,22,11,38,255,33
src/data/r1.png,23,11,45,255,34
src/data/r1.png,24,11,45,3,34
src/data/r2.png,34,2,35,255,29
src/data/r2.png,35,2,35,255,31
src/data/r2.png,33,3,38,255,28
src/data/r2.png,34,3,21,255,30
src/data/r2.png,35,3,24,255,31
src/data/r2.png,36,3,46,255,30
src/data/r2.png,32,4,41,255,25
src/data/r2.png,33,4,25,255,26
src/data/r2.png,34,4,20,255,26
src/data/r2.png,35,4,33,255,27
src/data/r2.png,32,5,20,255,23
src/data/r2.png,33,5,17,255,25
src/data/r2.png,34,5,26,255,26
src/data/r2.png,0,6,46,255,35
src/data/r2.png,1,6,40,255,35
src/data/r2.png,2,6,41,255,33
src/data/r2.png,30,6,44,255,26
src/data/r2.png,31,6,27,255,23
src/data/r2.png,32,6,12,255,20
src/data/r2.png,33,6,20,255,22
src/data/r2.png,34,6,42,255,22
src/data/r2.png,0,7,32,255,38
src/data/r2.png,1,7,29,255,37
src/data/r2.png,2,7,29,255,36
src/data/r2.png,3,7,37,255,35
src/data/r2.png,4,7,46,255,34
src/data/r2.png,30,7,32,255,27
src/data/r2.png,31,7,20,255,23
src/data/r2.png,32,7,14,255,22
src/data/r2.png,33,7,26,255,24
src/data/r2.png,1,8,40,255,31
src/data/r2.png,2,8,34,255,34
src/data/r2.png,3,8,32,255,35
src/data/r2.png,4,8,32,255,35
src/data/r2.png,5,8,37,255,33
src/data/r2.png,29,8,34,255,23
src/data/r2.png,30,8,22,255,23
src/data/r2.png,31,8,17,255,24
src/data/r2.png,32,8,21,255,25
src/data/r2.png,33,8,37,255,24
src/data/r2.png,3,9,39,255,34
src/data/r2.png,4,9,29,255,35
src/data/r2.png,5,9,28,255,34
src/data/r2.png,6,9,32,255,32
src/data/r2.png,7,9,40,255,27
src/data/r2.png,27,9,42,255,23
src/data/r2.png,28,9,27,255,24
src/data/r2.png,29,9,18,255,23
src/data/r2.png,30,9,19,255,23
src/data/r2.png,31,9,27,255,24
src/data/r2.png,32,9,38,255,25
src/data/r2.png,4,10,47,255,32
src/data/r2.png,5,10,35,255,32
src/data/r2.png,6,10,28,255,33
src/data/r2.png,7,10,25,255,32
src/data/r2.png,8,10,24,255,32
src/data/r2.png,9,10,29,255,28
src/data/r2.png,10,10,38,255,30
src/data/r2.png,11,10,44,255,29
src/data/r2.png,25,10,46,255,24
src/data/r2.png,26,10,30,255,27
src/data/r2.png,27,10,21,255,24
src/data/r2.png,28,10,15,255,25
src/data/r2.png,29,10,17,255,23
src/data/r2.png,30,10,28,255,23
src/data/r2.png,7,11,43,255,26
src/data/r2.png,8,11,30,255,29
src/data/r2.png,9,11,27,255,30
src/data/r2.png,10,11,25,255,33
src/data/r2.png,11,11,25,255,32
src/data/r2.png,12,11,29,255,30
src/data/r2.png,13,11,36,255,29
src/data/r2.png,14,11,43,255,31
src/data/r2.png,15,11,47,255,30
src/data/r2.png,24,11,29,255,24
src/data/r2.png,25,11,22,255,25
src/data/r2.png,26,11,17,255,26
src/data/r2.png,27,11,19,255,23
src/data/r2.png,28,11,24,255,23
src/data/r2.png,29,11,34,255,21
src/data/r2.png,10,12,39,255,26
src/data/r2.png,11,12,29,255,29
src/data/r2.png,12,12,24,255,29
src/data/r2.png,13,12,24,255,30
src/data/r2.png,14,12,25,255,31
src/data/r2.png,15,12,25,255,29
src/data/r2.png,16,12,30,255,27
src/data/r2.png,17,12,34,255,23
src/data/r2.png,18,12,35,255,23
src/data/r2.png,19,12,32,255,23
src/data/r2.png,20,12,30,255,22
src/data/r2.png,21,12,29,255,21
src/data/r2.png,22,12,25,255,20
src/data/r2.png,23,12,22,255,21
src/data/r2.png,24,12,17,255,22
src/data/r2.png,25,12,17,255,24
src/data/r2.png,26,12,23,255,25
src/data/r2.png,27,12,36,255,24
src/data/r2.png,12,13,35,255,26
src/data/r2.png,13,13,27,255,29
src/data/r2.png,14,13,24,255,29
src/data/r2.png,15,13,23,255,28
src/data/r2.png,16,13,17,255,27
src/data/r2.png,17,13,18,255,25
src/data/r2.png,18,13,18,255,26
src/data/r2.png,19,13,17,255,25
src/data/r2.png,20,13,17,255,24
src/data/r2.png,21,13,18,255,24
src/data/r2.png,22,13,18,255,25
src/data/r2.png,23,13,17,255,27
src/data/r2.png,24,13,21,255,26
src/data/r2.png,25,13,27,255,28
src/data/r2.png,26,13,41,255,25
src/data/r3.png,1,2,44,255,24
src/data/r3.png,2,2,36,255,26
src/data/r3.png,0,3,28,255,21
src/data/r3.png,1,3,17,255,23
src/data/r3.png,2,3,18,255,23
src/data/r3.png,0,4,15,255,15
src/data/r3.png,1,4,8,255,14
src/data/r3.png,2,4,13,255,15
src/data/r3.png,36,4,36,255,33
src/data/r3.png,37,4,39,255,37
src/data/r3.png,0,5,11,255,10
src/data/r3.png,1,5,7,255,9
src/data/r3.png,2,5,10,255,12
src/data/r3.png,3,5,32,255,17
src/data/r3.png,4,5,42,255,27
src/data/r3.png,33,5,39,255,29
src/data/r3.png,34,5,34,255,32
src/data/r3.png,35,5,32,255,32
src/data/r3.png,36,5,30,255,34
src/data/r3.png,37,5,34,255,38
src/data/r3.png,38,5,43,255,39
src/data/r3.png,0,6,9,255,17
src/data/r3.png,1,6,6,255,12
src/data/r3.png,2,6,6,255,11
src/data/r3.png,3,6,13,255,17
src/data/r3.png,4,6,22,255,24
src/data/r3.png,5,6,42,255,23
src/data/r3.png,31,6,36,255,25
src/data/r3.png,32,6,29,255,30
src/data/r3.png,33,6,27,255,33
src/data/r3.png,34,6,29,255,34
src/data/r3.png,35,6,33,255,34
src/data/r3.png,0,7,41,255,15
src/data/r3.png,1,7,11,255,13
src/data/r3.png,2,7,6,255,12
src/data/r3.png,3,7,9,255,16
src/data/r3.png,4,7,13,255,22
src/data/r3.png,5,7,17,255,24
src/data/r3.png,6,7,22,255,25
src/data/r3.png,7,7,24,255,22
src/data/r3.png,8,7,26,255,23
src/data/r3.png,9,7,34,255,23
src/data/r3.png,27,7,45,255,29
src/data/r3.png,28,7,35,255,31
src/data/r3.png,29,7,32,255,29
src/data/r3.png,30,7,25,255,30
src/data/r3.png,31,7,22,255,31
src/data/r3.png,32,7,24,255,31
src/data/r3.png,33,7,32,255,32
src/data/r3.png,34,7,47,255,30
src/data/r3.png,3,8,32,255,13
src/data/r3.png,4,8,24,255,19
src/data/r3.png,5,8,24,255,24
src/data/r3.png,6,8,24,255,27
src/data/r3.png,7,8,20,255,28
src/data/r3.png,8,8,19,255,26
src/data/r3.png,9,8,21,255,26
src/data/r3.png,10,8,26,255,25
src/data/r3.png,11,8,29,255,24
src/data/r3.png,12,8,32,255,25
src/data/r3.png,13,8,34,255,25
src/data/r3.png,14,8,36,255,25
src/data/r3.png,15,8,39,255,25
src/data/r3.png,16,8,39,255,25
src/data/r3.png,17,8,39,255,26
src/data/r3.png,18,8,39,255,26
src/data/r3.png,19,8,39,255,25
src/data/r3.png,20,8,36,255,26
src/data/r3.png,21,8,38,255,25
src/data/r3.png,22,8,36,255,24
src/data/r3.png,23,8,33,255,24
src/data/r3.png,24,8,33,255,23
src/data/r3.png,25,8,33,255,24
src/data/r3.png,26,8,30,255,28
src/data/r3.png,27,8,27,255,30
src/data/r3.png,28,8,27,255,32
src/data/r3.png,29,8,28,255,33
src/data/r3.png,30,8,31,255,32
src/data/r3.png,31,8,35,255,31
src/data/r3.png,32,8,41,255,28
src/data/r3.png,6,9,47,255,25
src/data/r3.png,7,9,35,255,27
src/data/r3.png,8,9,29,255,24
src/data/r3.png,9,9,26,255,23
src/data/r3.png,10,9,23,255,24
src/data/r3.png,11,9,20,255,27
src/data/r3.png,12,9,22,255,28
src/data/r3.png,13,9,20,255,29
src/data/r3.png,14,9,18,255,28
src/data/r3.png,15,9,17,255,27
src/data/r3.png,16,9,17,255,27
src/data/r3.png,17,9,17,255,27
src/data/r3.png,18,9,18,255,27
src/data/r3.png,19,9,19,255,27
src/data/r3.png,20,9,17,255,27
src/data/r3.png,21,9,18,255,27
src/data/r3.png,22,9,18,255,27
src/data/r3.png,23,9,17,255,27
src/data/r3.png,24,9,17,255,27
src/data/r3.png,25,9,19,255,29
src/data/r3.png,26,9,22,255,30
src/data/r3.png,27,9,24,255,31
src/data/r3.png,28,9,32,255,31
src/data/r3.png,29,9,38,255,33
src/data/r3.png,30,9,47,255,33
src/data/r3.png,12,10,35,255,23
src/data/r3.png,13,10,30,255,24
src/data/r3.png,14,10,25,255,21
src/data/r3.png,15,10,23,255,19
src/data/r3.png,16,10,22,255,19
src/data/r3.png,17,10,22,255,24
src/data/r3.png,18,10,23,255,27
src/data/r3.png,19,10,22,255,27
src/data/r3.png,20,10,22,255,24
src/data/r3.png,21,10,24,255,20
src/data/r3.png,22,10,27,255,20
src/data/r3.png,23,10,27,255,21
src/data/r3.png,24,10,29,255,22
src/data/r3.png,25,10,32,255,25
src/data/r3.png,26,10,38,255,27
src/data/r3.png,27,10,42,255,29
src/data/r4.png,2,3,41,255,38
src/data/r4.png,3,3,49,255,34
src/data/r4.png,1,4,41,255,33
src/data/r4.png,2,4,26,255,35
src/data/r4.png,3,4,36,255,33
src/data/r4.png,0,5,48,255,41
src/data/r4.png,1,5,35,255,32
src/data/r4.png,2,5,18,255,30
src/data/r4.png,3,5,25,255,27
src/data/r4.png,4,5,39,255,30
src/data/r4.png,38,5,41,255,27
src/data/r4.png,39,5,35,255,30
src/data/r4.png,1,6,40,255,32
src/data/r4.png,2,6,22,255,28
src/data/r4.png,3,6,19,255,27
src/data/r4.png,4,6,30,255,28
src/data/r4.png,5,6,44,255,30
src/data/r4.png,37,6,35,255,23
src/data/r4.png,38,6,22,255,26
src/data/r4.png,39,6,17,255,30
src/data/r4.png,40,6,26,255,31
src/data/r4.png,2,7,38,255,28
src/data/r4.png,3,7,23,255,27
src/data/r4.png,4,7,23,255,27
src/data/r4.png,5,7,26,255,28
src/data/r4.png,6,7,33,255,29
src/data/r4.png,35,7,33,255,21
src/data/r4.png,36,7,21,255,21
src/data/r4.png,37,7,15,255,21
src/data/r4.png,38,7,16,255,24
src/data/r4.png,39,7,23,255,27
src/data/r4.png,40,7,40,255,28
src/data/r4.png,3,8,36,255,29
src/data/r4.png,4,8,24,255,27
src/data/r4.png,5,8,19,255,27
src/data/r4.png,6,8,24,255,27
src/data/r4.png,7,8,35,255,29
src/data/r4.png,33,8,46,255,24
src/data/r4.png,34,8,34,255,24
src/data/r4.png,35,8,17,255,20
src/data/r4.png,36,8,12,255,20
src/data/r4.png,37,8,14,255,20
src/data/r4.png,38,8,27,255,24
src/data/r4.png,39,8,46,255,26
src/data/r4.png,4,9,37,255,31
src/data/r4.png,5,9,30,255,30
src/data/r4.png,6,9,26,255,30
src/data/r4.png,7,9,24,255,30
src/data/r4.png,8,9,41,255,26
src/data/r4.png,31,9,41,255,25
src/data/r4.png,32,9,31,255,26
src/data/r4.png,33,9,22,255,24
src/data/r4.png,34,9,12,255,24
src/data/r4.png,35,9,15,255,21
src/data/r4.png,36,9,17,255,24
src/data/r4.png,37,9,32,255,25
src/data/r4.png,5,10,48,255,34
src/data/r4.png,6,10,35,255,32
src/data/r4.png,7,10,27,255,31
src/data/r4.png,8,10,24,255,28
src/data/r4.png,9,10,24,255,27
src/data/r4.png,10,10,27,255,28
src/data/r4.png,11,10,44,255,26
src/data/r4.png,30,10,34,255,22
src/data/r4.png,31,10,21,255,23
src/data/r4.png,32,10,14,255,23
src/data/r4.png,33,10,14,255,21
src/data/r4.png,34,10,18,255,24
src/data/r4.png,35,10,27,255,25
src/data/r4.png,36,10,35,255,30
src/data/r4.png,37,10,47,255,28
src/data/r4.png,6,11,43,255,36
src/data/r4.png,7,11,31,255,33
src/data/r4.png,8,11,26,255,29
src/data/r4.png,9,11,23,255,26
src/data/r4.png,10,11,23,255,28
src/data/r4.png,11,11,26,255,28
src/data/r4.png,12,11,30,255,30
src/data/r4.png,13,11,38,255,29
src/data/r4.png,14,11,41,255,30
src/data/r4.png,15,11,41,255,31
src/data/r4.png,16,11,41,255,32
